Filial;Hist;Nome Filial;Endereço;Bairro;Cidade;UF;Logomarca;Telefone;IP Banco 12
2137;843;MOEMA 5;AVENIDA ACOCE, 368 , CEP - 04075022;INDIANOPOLIS;SAO PAULO;SP;DROGASIL;(11) 50514921/50515023 ;10.243.93.12
2138;844;ITUMBIARA 2;RUA BENJAMIN CONSTANT, 10 , CEP - 75503050;SETOR CENTRAL;ITUMBIARA;GO;DROGASIL;(64) 34319806/34319649 ;10.243.94.12
2139;718;SOROCABA I;AVENIDA ENGENHEIRO CARLOS REINALDO MENDES, 2545 , CEP - 18013280;ALEM PONTE;SOROCABA;SP;RAIA;(15) 32181323          ;10.142.218.12
2140;719;ARAPONGAS B;RUA UIRAPURU, 1901 , CEP - 86701010;CENTRO;ARAPONGAS;PR;RAIA;(43) 32740012          ;192.201.219.12
2141;845;SP CIDADE LIDER 1;AVENIDA LIDER, 1892 , CEP - 08280005;CIDADE LIDER;SAO PAULO;SP;DROGASIL; ;10.243.95.12
2142;847;SP HIGIENOPOLIS 2;RUA SABARA, 442 , CEP - 01239010;HIGIENOPOLIS;SAO PAULO;SP;DROGASIL;(11) 974391644         ;10.243.97.12
2143;720;SP ACLIMACAO C;R MUNIZ DE SOUZA, 565 , CEP - 01534000;ACLIMACAO;SAO PAULO;SP;RAIA; 32074601          ;10.142.220.12
2145;722;MOGI GUACU D;RUA JOAO BATISTA FRANCO, 10 , CEP - 13844293;JARDIM PROGRESSO;MOGI GUACU;SP;RAIA;(19) 38181617          ;10.142.222.12
2147;846;SP TATUAPE 5;RUA COELHO LISBOA, 398 , CEP - 03323040;CIDADE MAE DO CEU;SAO PAULO;SP;DROGASIL;(11) 20922589/20922357 ;10.243.96.12
2148;724;CT PORTAO B;RUA DOUTOR JOAO TOBIAS PINTO REBELO, 559 , CEP - 81070070;PORTAO;CURITIBA;PR;RAIA;(41) 33472080          ;192.201.224.12
2149;725;CT BACACHERI B;AVENIDA PREFEITO ERASTO GAERTNER, 54 , CEP - 82510160;BACACHERI;CURITIBA;PR;RAIA;(41) 33570250          ;192.201.225.12
2150;726;BH SERRA A;AVENIDA AFONSO PENA, 3393 , CEP - 30130008;SERRA;BELO HORIZONTE;MG;RAIA; 25102656          ;10.142.226.12
2152;727;MARILIA E;RUA NOVE DE JULHO, 35 , CEP - 17515150;BANZATO;MARILIA;SP;RAIA;(14) 3422-2394         ;10.142.227.12
2153;728;CT AHU B;AVENIDA ANITA GARIBALDI, 2638 , CEP - 82200550;BOA VISTA;CURITIBA;PR;RAIA;(41) 30190075          ;192.201.228.12
2154;729;CT HAUER A;AVENIDA MARECHAL FLORIANO PEIXOTO, 5952 , CEP - 81630000;HAUER;CURITIBA;PR;RAIA;(41) 30684275          ;192.201.229.12
2155;730;CT ALTO DA QUINZE B;RUA UBALDINO DO AMARAL, 1085 , CEP - 80045100;ALTO DA QUINZE;CURITIBA;PR;RAIA;(41) 30181937          ;192.201.230.12
2156;849;AJ ATALAIA 2;AVENIDA ANTONIO ALVES, 696 , CEP - 49037050;ATALAIA;ARACAJU;SE;DROGASIL;(79) 32487333          ;10.243.99.12
2157;850;RC GRACAS 2;AVENIDA RUI BARBOSA, 633 , CEP - 52011040;GRACAS;RECIFE;PE;DROGASIL;(81) 34235364          ;10.243.100.12
2158;851;MC JATIUCA 3;AVENIDA DOUTOR ANTONIO GOMES DE BARROS, 234 , CEP - 57036000;JATIUCA;MACEIO;AL;DROGASIL;(82) 33771025          ;10.243.101.12
2160;853;CP JARDIM GARCIA 1;RUA JOSE ROSOLEM, 561 , CEP - 13060222;JARDIM LONDRES;CAMPINAS;SP;DROGASIL;(19) 32270403          ;10.243.103.12
2161;854;PL CENTRO 1;QUADRA 103 SUL R SO 7, 2 , CEP - 77015030;PLANO DIRETOR SUL;PALMAS;TO;DROGASIL;(63) 32251481          ;10.243.104.12
2162;731;CT BACACHERI A;RUA CANADA, 293 , CEP - 82510290;BACACHERI;CURITIBA;PR;RAIA;(41) 33569095          ;192.201.231.12
2163;855;SV STELLA MARIS 1;ALAMEDA DILSON JATAHY FONSECA, 592 , CEP - 41600100;S MARIS;SALVADOR;BA;DROGASIL; 33747035          ;10.243.105.12
2164;732;TOLEDO B;AVENIDA PARIGOT DE SOUZA, 2288 , CEP - 85904270;VILA INDUSTRIAL;TOLEDO;PR;RAIA;(45) 30547774          ;192.201.232.12
2165;269;UBERABA 8;AVENIDA GUILHERME FERREIRA, 850 , CEP - 38022200;SAO BENEDITO;UBERABA;MG;DROGASIL;(34) 33338565          ;10.241.19.12
2166;856;JUAZEIRO 1;PRACA DOUTOR JOSE INACIO DA SILVA, 21 , CEP - 48903430;CENTRO;JUAZEIRO;BA;DROGASIL; 36137245          ;10.243.106.12
2168;734;SP PAULISTA E;AVENIDA PAULISTA, 2073 , CEP - 01311300;CERQUEIRA CESAR;SAO PAULO;SP;RAIA;(11) 32624961          ;10.142.234.12
2169;857;SP PANAMBY 5;RUA JOSE DA SILVA RIBEIRO, 437 , CEP - 05726130;VILA ANDRADE;SAO PAULO;SP;DROGASIL;(11) 35010077/37433498 ;10.243.107.12
2172;858;JP JD CID UNIV 1;R WALFREDO MACEDO BRANDAO, 531 , CEP - 58052200;CIDADE UNIVERSITARIA;JOAO PESSOA;PB;DROGASIL;(83) 32353233/32357088 ;10.243.108.12
2173;859;ILHEUS 1;AVENIDA SOARES LOPES, 798 , CEP - 45653005;CENTRO;ILHÉUS;BA;DROGASIL;(73) 36336507          ;10.243.109.12
2174;860;SALTO 1;RUA NOVE DE JULHO, 321 , CEP - 13322000;VILA NOVA;SALTO;SP;DROGASIL;(11) 40290984/40291030 ;10.243.110.12
2175;861;JABOAT GUARARAPES 2;RUA SAO SEBASTIAO, 149 , CEP - 54410500;PIEDADE;JABOATAO DOS GUARARAPES;PE;DROGASIL;(81) 33610437          ;10.243.111.12
2176;862;TAUBATE 5;AV CHARLES SCHNNEIDER BOSQUE FLAMBOYANT, 1700 , CEP - 12040000;PARQUE SENHOR DO BONFIM;TAUBATE;SP;DROGASIL;(12) 36212148/36314192 ;10.243.112.12
2177;737;SP ITABERABA B;AVENIDA ITABERABA, 1813 , CEP - 02734000;NOSSA SENHORA DO O;SAO PAULO;SP;RAIA;(11) 39766388          ;10.142.237.12
2178;738;MARINGA H;PRACA OURO PRETO, 14 , CEP - 87033410;JD ALVORADA;MARINGA;PR;RAIA;(44) 32656564          ;192.201.238.12
2179;863;TAUBATE 6;AVENIDA INDEPENDENCIA, 453 , CEP - 12031000;VL JABOTICABEIRA;TAUBATE;SP;DROGASIL;(12) 36243347          ;10.243.113.12
2180;739;BH SERRA B;AVENIDA DO CONTORNO, 4879 , CEP - 30110031;FUNCIONARIOS;BELO HORIZONTE;MG;RAIA;(31) 2510-4359         ;192.201.239.12
2181;864;DF ASA NORTE 13;SCLN QD-311 BL-E, 0 , CEP - 70757550;ASA NORTE;BRASILIA;DF;DROGASIL;(61) 3349-2852         ;10.243.114.12
2182;865;ITABUNA 2;R DALILA PAGANELI, 1451 , CEP - 45600275;CENTRO;ITABUNA;BA;DROGASIL;(73) 32129740/32129690 ;10.243.115.12
2183;740;NITEROI I;AVENIDA ROBERTO SILVEIRA, 450 , CEP - 24230162;ICARAI;NITEROI;RJ;RAIA;(21) 26100665          ;192.201.240.12
2184;270;UBERLANDIA 12;AVENIDA JOAO NAVES DE AVILA, 2640 , CEP - 38408100;SANTA MONICA;UBERLANDIA;MG;DROGASIL;(34) 33065098          ;10.241.20.12
2185;866;VT PRAIA CANTO 5;RUA JOSE TEIXEIRA, 228 , CEP - 29055310;PRAIA DO CANTO;VITORIA;ES;DROGASIL;(27) 30194599          ;10.243.116.12
2187;867;CATALAO 2;AV DOUTOR JOSE MARCELINO, 629 , CEP - 75709015;N SRA DE FATIMA;CATALAO;GO;DROGASIL;(64) 34114752          ;10.243.117.12
2188;742;SAO JOSE C;AV IRINEU BORNHAUSEN, 1124 , CEP - 88101300;CAMPINAS;SAO JOSE;SC;RAIA;(48) 32417321          ;192.201.242.12
2191;743;PIRACICABA G;AVENIDA INDEPENDENCIA, 2906 , CEP - 13416240;CENTRO;PIRACICABA;SP;RAIA;(19) 2534-1163         ;10.142.243.12
2196;870;RONDONOPOLIS 2;AVENIDA LIONS INTERNACIONAL, 875 , CEP - 78740046;VILA AURORA I;RONDONOPOLIS;MT;DROGASIL; 30260733          ;10.243.120.12
2197;871;PL CENTRO 2;ACSU SE 20 AV NS 02 CONJUNTO 02 LOTE 10, 0 , CEP - 77020454;PLANO DIRETOR SUL;PALMAS;TO;DROGASIL; 32131017          ;10.243.121.12
2198;872;PETROLINA 1;AVENIDA GUARARAPES, 1972 , CEP - 56302000;CENTRO;PETROLINA;PE;DROGASIL;(87) 38623176          ;10.243.122.12
2199;744;INDAIATUBA C;AVENIDA CONCEICAO, 3270 , CEP - 13333395;SOLAR DE ITAMARACA;INDAIATUBA;SP;RAIA;(19) 38011496          ;10.142.244.12
2200;745;FRANCA E;AVENIDA DOUTOR ISMAEL ALONSO Y ALONSO, 203 , CEP - 14400771;CENTRO;FRANCA;SP;RAIA; 37214056          ;192.201.245.12
2201;746;BH SION B;RUA CHILE, 216 , CEP - 30310670;SION;BELO HORIZONTE;MG;RAIA; 32255431          ;10.142.246.12
2202;747;FL CENTRO C;RUA SAO JORGE, 300 , CEP - 88015320;CENTRO;FLORIANOPOLIS;SC;RAIA;(48) 33335403          ;192.201.247.12
2203;748;CT MERCES B;AV BRIGADEIRO FRANCO, 486 , CEP - 80430210;MERCES;CURITIBA;PR;RAIA;(41) 32243752          ;192.201.248.12
2204;873;ST ENCRUZILHADA 1;AVENIDA SENADOR FEIJÓ, 839 , CEP - 11015505;VL MATHIAS;SANTOS;SP;DROGASIL;(13) 32216464          ;10.243.123.12
2206;874;SP TATUAPE 6;RUA TUIUTI, 1839 , CEP - 03307005;TATUAPE;SAO PAULO;SP;DROGASIL;(11) 20910526/20910786 ;10.243.124.12
2209;875;VT PRAIA CANTO 6;AVENIDA SATURNINO DE BRITO, 1273 , CEP - 29055245;PRAIA DO CANTO;VITORIA;ES;DROGASIL;(27) 30198454          ;10.243.125.12
2211;877;SP LIBERDADE 1;RUA CONSELHEIRO FURTADO, 1186 , CEP - 01511001;LIBERDADE;SAO PAULO;SP;DROGASIL;(11) 3207-9769         ;10.243.127.12
2212;878;NT PETROPOLIS 1;RUA DESEMBARGADOR DIONISIO FILGUEIRA, 813 , CEP - 59014020;PETROPOLIS;NATAL;RN;DROGASIL; 30250583          ;10.243.128.12
2213;752;SP PLANALTO PTA A;AVENIDA JOSE MARIA WHITAKER, 669 , CEP - 04057000;PLANALTO PAULISTA;SAO PAULO;SP;RAIA; 95050582          ;10.143.2.12
2214;879;SV PITUBA 3;RUA AMAZONAS, 746 , CEP - 41830380;PITUBA;SALVADOR;BA;DROGASIL; 30115493          ;10.243.129.12
2215;880;SV CANELA 1;RUA JOAO DAS BOTAS, 121 , CEP - 40110160;CANELA;SALVADOR;BA;DROGASIL; 33281216          ;10.243.130.12
2216;881;CARAPICUIBA 2;AVENIDA INOCENCIO SERAFICO, 3500 , CEP - 06380021;VL SILVA RIBEIRO;CARAPICUIBA;SP;DROGASIL;(11) 41671055          ;10.243.131.12
2217;882;DF ASA SUL 16;CSL 409 BLOCO B, 0 , CEP - 70258520;ASA SUL;BRASILIA;DF;DROGASIL;(61) 34430344          ;10.243.132.12
2218;753;BH LOURDES B;RUA DOS GUAJAJARAS, 557 , CEP - 30180101;B PRETO;BELO HORIZONTE;MG;RAIA;(31) 32248523          ;10.143.3.12
2222;884;CB JD AMERICAS 1;AVENIDA BRASILIA, 443 , CEP - 78060601;JD DAS AMERICAS;CUIABA;MT;DROGASIL; 36277648          ;10.243.134.12
2223;885;JD SAO LUIS 2;ESTRADA DO M BOI MIRIM, 1044 , CEP - 04905001;JD DAS FLORES;SAO PAULO;SP;DROGASIL;(11) 55145808          ;10.243.135.12
2224;755;GRAVATAI A;AVENIDA DORIVAL CANDIDO LUZ DE OLIVEIRA, 33 , CEP - 94030001;COHAB C;GRAVATAI;RS;RAIA;(51) 34233640          ;192.202.5.12
2225;756;BLUMENAU D;RUA BENJAMIN CONSTANT, 3411 , CEP - 89035100;VILA NOVA JAU;BLUMENAU;SC;RAIA;(47) 3335-4542         ;192.202.6.12
2227;758;BELA VISTA B;RUA FREI CANECA, 462 , CEP - 01307000;CONSOLACAO;SAO PAULO;SP;RAIA;(11) 35620095          ;10.143.8.12
2228;759;RJ COPACABANA H;RUA FIGUEIREDO MAGALHAES, 304 , CEP - 22031012;COPACABANA;RIO DE JANEIRO;RJ;RAIA;(21) 25490673          ;192.202.9.12
2229;886;VILA VELHA 9;RUA PARA, 138 , CEP - 29101360;PRAIA DA COSTA;VILA VELHA;ES;DROGASIL; 32996334          ;10.243.136.12
2230;760;SP ALTO SANTANA B;PRACA DOUTOR JOSE AUGUSTO CESAR, 58 , CEP - 02403080;SANTANA;SAO PAULO;SP;RAIA;(11) 29794008          ;10.143.10.12
2231;761;MARINGA I;AVENIDA CERRO AZUL, 2244 , CEP - 87010055;JARDIM NOVO HORIZONTE;MARINGA;PR;RAIA;(44) 32278956          ;192.202.11.12
2232;887;SP ALTO DA LAPA 1;R PIO XI, 308 , CEP - 05060000;ALTO DA LAPA;SAO PAULO;SP;DROGASIL; 36413511          ;10.243.137.12
2233;888;SP CIDADE LIDER 2;AVENIDA ITAQUERA, 1810 , CEP - 03526000;JD STA MARIA;SAO PAULO;SP;DROGASIL;(11) 2253-0386         ;10.243.138.12
2234;889;SP PAULISTA 3;RUA TREZE DE MAIO, 1974 , CEP - 01327002;BELA VISTA;SAO PAULO;SP;DROGASIL;(11) 96852382          ;10.243.139.12
2235;890;SP JD SAO LUIS 3;ESTRADA DE ITAPECERICA, 498 , CEP - 05835000;VL DA BELEZAS;SAO PAULO;SP;DROGASIL; 55101944          ;10.243.140.12
2237;762;RIBEIRAO PRETO J;AVENIDA PROFESSOR JOAO FIUSA, 2006 , CEP - 14024260;JARDIM CANADA;RIBEIRAO PRETO;SP;RAIA;(16) 35000538          ;10.143.12.12
2239;893;FT ALDEOTA 1;AVENIDA SANTOS DUMONT, 2390 , CEP - 60150163;ALDEOTA;FORTALEZA;CE;DROGASIL; ;10.243.143.12
2240;894;SP SACOMA 1;AVENIDA PATENTE, 826 , CEP - 04243000;JD PATENTE;SAO PAULO;SP;DROGASIL;(11) 20832453          ;10.243.144.12
2243;764;BH BURITIS B;AVENIDA PROFESSOR MARIO WERNECK, 2355 , CEP - 30575180;BURITIS;BELO HORIZONTE;MG;RAIA; 33138855          ;10.143.14.12
2244;896;FT MEIRELES 1;AV ABOLICAO, 3038 , CEP - 60165078;MEIRELES;FORTALEZA;CE;DROGASIL; 31091713          ;10.243.146.12
2245;897;OURINHOS 3;AVENIDA HASSIB MOFARREJ, 1230 , CEP - 19907430;NOVA OURINHO;OURINHOS;SP;DROGASIL; 33357828          ;10.243.147.12
2246;765;BH FLORESTA B;RUA ITAJUBA, 556 , CEP - 31015280;FLORESTA;BELO HORIZONTE;MG;RAIA; 31666539          ;10.143.15.12
2247;766;FL TRINDADE A;RUA LAURO LINHARES, 1040 , CEP - 88036002;TRINDADE;FLORIANOPOLIS;SC;RAIA;(48) 30242210          ;192.202.16.12
2248;767;SP CH ST ANTONIO C;RUA SAO SEBASTIAO, 866 , CEP - 04708001;SANTO AMARO;SAO PAULO;SP;RAIA; 51810511          ;10.143.17.12
2250;899;SV LIBERDADE 1;RUA PERO VAZ, 1 , CEP - 40335000;PERO VAZ;SALVADOR;BA;DROGASIL;(71) 30123954          ;10.243.149.12
2252;900;TRINDADE 1;AVENIDA MANOEL MONTEIRO, 838 , CEP - 75388238;VILA PADRE ETERNO;TRINDADE;GO;DROGASIL;(62) 31100196/31100735 ;10.243.150.12
2254;769;SP JD AEROPORTO A;AV WASHINGTON LUIS, S/N , CEP - 04626911;VILA CONGONHAS;SAO PAULO;SP;RAIA; 50909277          ;192.202.19.12
2255;770;BH FLORESTA C;RUA AQUILES LOBO, 15 , CEP - 30150160;FLORESTA;BELO HORIZONTE;MG;RAIA; 32241074          ;192.202.20.12
2256;902;PONTE RASA 2;AVENIDA AGUIA DE HAIA, 3611 , CEP - 03889100;JD COTINHA;SAO PAULO;SP;DROGASIL;(11) 2043-6067         ;10.243.152.12
2257;903;ASA NORTE 14;RUA CLN 215, 07 , CEP - 70874500;ASA NORTE;BRASÍLIA;DF;DROGASIL;(61) 34479664          ;10.243.153.12
2258;904;SANTA FE 2;AVENIDA MATO GROSSO, S/N , CEP - 79021003;VIVENDAS DO BOSQUE;CAMPO GRANDE;MS;DROGASIL; 67332135          ;10.243.154.12
2259;771;RESENDE B;RUA DO ROSARIO, 1416 , CEP - 27520072;CENTRO;RESENDE;RJ;RAIA;(24) 3355-4761         ;192.202.21.12
2260;905;ASA NORTE 15;SCLN QD-312 BL-C, S/N , CEP - 70765530;ASA NORTE;BRASILIA;DF;DROGASIL; 30321069          ;10.243.155.12
2261;906;SOROCABA 10;AVENIDA ITAVUVU, 440 , CEP - 18075042;VILA OLIMPIA;SOROCABA;SP;DROGASIL;(15) 32111208/32110039 ;10.243.156.12
2262;907;JABOAT GUARARAPES 3;AV AYRTON SENNA DA SILVA, 2168 , CEP - 54400020;PIEDADE;JABOATAO DOS GUARARAPES;PE;DROGASIL; 30930432          ;10.243.157.12
2263;909;PAULISTA 1;AVENIDA DOUTOR CLAUDIO JOSE GUEIROS LEITE, 3230 , CEP - 53437000;JANGADA;PAULISTA;PE;DROGASIL;(81) 34357007          ;10.243.159.12
2264;910;NT CAPIM MACIO 1;AV. ENGENHEIRO ROBERTO FREIRE, 2264 , CEP - 59078600;CAPIM MACIO;NATAL;RN;DROGASIL; 36424401          ;10.243.160.12
2265;911;ALDEOTA 2;AVENIDA SANTOS DUMONT, 1261 , CEP - 60150161;ALDEOTA;FORTALEZA;CE;DROGASIL; 32319481          ;10.243.161.12
2266;912;ALDEOTA 3;AVENIDA SENADOR VIRGILIO TAVORA, 1550 , CEP - 60170078;ALDEOTA;FORTALEZA;CE;DROGASIL; 32460291          ;10.243.162.12
2269;913;FEDERACAO 1;R CORONEL JOSE GALDINO DE SOUZA, 41 , CEP - 41950150;RIO VERMELHO;SALVADOR;BA;DROGASIL;(71) 30177580          ;10.243.163.12
2270;914;BOA VIAGEM 6;RUA RIBEIRO DE BRITO, 1009 , CEP - 51021310;BOA VIAGEM;RECIFE;PE;DROGASIL;(81) 30198234          ;10.243.164.12
2271;271;POUSO ALEGRE 3;RUA COMENDADOR JOSE GARCIA, 561 , CEP - 37550000;CENTRO;POUSO ALEGRE;MG;DROGASIL; 34210485          ;10.241.21.12
2272;916;TAGUATINGA 7;Q QNA 16, S/N , CEP - 72110160;TAGUATINGA NORTE;BRASILIA;DF;DROGASIL;(61) 30218485          ;10.243.166.12
2273;772;PETROPOLIS C;RUA DO IMPERADOR, 220 , CEP - 25620000;CENTRO;PETROPOLIS;RJ;RAIA; 22371267          ;192.202.22.12
2274;773;PARANAGUA B;RUA PROFESSOR CLETO, 500 , CEP - 83203070;JOÃO GUALBERTO;PARANAGUÁ;PR;RAIA; 34232556          ;192.202.23.12
2275;917;CASA AMARELA 1;ESTRADA DO ENCANAMENTO, 248 , CEP - 52060210;PARNAMIRIM;RECIFE;PE;DROGASIL; 38775466          ;10.243.167.12
2276;918;CAMBUI 3;RUA OLAVO BILAC, 307 , CEP - 13024110;CAMBUI;CAMPINAS;SP;DROGASIL; 32511121          ;10.243.168.12
2278;919;JATIUCA 4;AVENIDA DOUTOR JULIO MARQUES LUZ, 790 , CEP - 57035700;JATIUCA;MACEIO;AL;DROGASIL; 30228628          ;10.243.169.12
2279;774;CABRAL B;R ALBERTO FOLONI, 398 , CEP - 80530300;JUVEVE;CURITIBA;PR;RAIA; 30460530          ;192.202.24.12
2280;775;STA QUITERIA A;RUA PROFESSOR ULISSES VIEIRA, 1280 , CEP - 80310120;SANTA QUITERIA;CURITIBA;PR;RAIA; 32691777          ;192.202.25.12
2281;920;CAPAO REDONDO 1;AVENIDA COMENDADOR SANT'ANNA, 08 , CEP - 05866000;CAPAO REDONDO;SAO PAULO;SP;DROGASIL; 58725732          ;10.243.170.12
2282;776;S JOSE RIO PRETO I;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 500 , CEP - 15092175;JARDIM MARACANA;SAO JOSE DO RIO PRETO;SP;RAIA;(17) 3226-2122         ;10.143.26.12
2283;921;ALTIPLANO 1;AV MIN JOSE AMERICO DE ALMEIDA, 4902 , CEP - 58040300;ALTIPLANO;JOAO PESSOA;PB;DROGASIL; 32479436          ;10.243.171.12
2284;923;VARZEA 1;AVENIDA CAXANGA, 4474 , CEP - 50800000;IPUTINGA;RECIFE;PE;DROGASIL;(81) 30316329          ;10.243.173.12
2285;924;TAGUATINGA 8;RUA 5 CHACARA 233, S/N , CEP - 72006130;ST H VICENTE PIRES;BRASILIA;DF;DROGASIL;(61) 33825925/ 33815711;10.243.174.12
2286;925;ANAPOLIS 4;AVENIDA MATO GROSSO, 1070 , CEP - 75113170;JUNDIAÍ;ANÁPOLIS;GO;DROGASIL; 39764766          ;10.243.175.12
2287;926;JD CAMBURI 4;RUA CARLOS ROMERO MARANGONI, 830 , CEP - 29090620;JD CAMBURI;VITÓRIA;ES;DROGASIL;(27) 3019-2876         ;10.243.176.12
2288;927;PRESID PRUDENTE 7;AVENIDA DA SAUDADE, 1920 , CEP - 19050310;CIDADE UNIVERSITARIA;PRESIDENTE PRUDENTE;SP;DROGASIL;(18) 38083094          ;10.243.177.12
2289;928;JD GUANABARA 1;AVENIDA BARAO DE ITAPURA, 1903 , CEP - 13020433;BOTAFOGO;CAMPINAS;SP;DROGASIL;(19) 32341020          ;10.243.178.12
2290;929;SUZANO 2;RUA TIRADENTES, 91 , CEP - 08674195;CENTRO;SUZANO;SP;DROGASIL; 47461755          ;10.243.179.12
2291;930;PERDIZES 4;RUA CAYOWAÁ, 489 , CEP - 05018000;PERDIZES;SÃO PAULO;SP;DROGASIL; 34734206/34733801 ;10.243.180.12
2292;777;IPIRANGA A;RUA BOM PASTOR, 2133 , CEP - 04203052;IPIRANGA;SAO PAULO;SP;RAIA; 22191163          ;10.143.27.12
2293;931;ARTUR ALVIM 1;RUA MACIEL MONTEIRO, 357 , CEP - 03566000;VILA SANTA TERESA;SAO PAULO;SP;DROGASIL;(11) 2741-7498         ;10.243.181.12
2294;932;RIO VERDE 3;AVENIDA PRESIDENTE VARGAS, 1455 , CEP - 75903290;JARDIM GOIAS;RIO VERDE;GO;DROGASIL; 30512099          ;10.243.182.12
2295;778;BALN CAMBORIU C;AVENIDA BRASIL, 765 , CEP - 88330043;CENTRO;BALNEARIO CAMBORIU;SC;RAIA;(47) 30650102/30650096 ;192.202.28.12
2302;933;SUMARE 2;AV DA AMIZADE, 2455 , CEP - 13175505;CHACARA BELA VISTA;SUMARE;SP;DROGASIL; 38832380          ;10.243.183.12
2303;934;CH PRIMAVERA 2;RUA ADELINO MARTINS, 390 , CEP - 13087510;M STO ANTÔNIO;CAMPINAS;SP;DROGASIL; 32965270          ;10.243.184.12
2304;935;VIT DA CONQUISTA 3;AVENIDA OLIVIA FLORES, 795 , CEP - 45028610;CANDEIAS;VITORIA DA CONQUISTA;BA;DROGASIL; 34253914          ;10.243.185.12
2305;936;CAMPINA GRANDE 2;RUA SIQUEIRA CAMPOS, 540 , CEP - 58400525;PRATA;CAMPINA GRANDE;PB;DROGASIL; 33222409          ;10.243.186.12
2306;779;LEBLON;AVENIDA ATAULFO DE PAIVA, 80 , CEP - 22440033;LEBLON;RIO DE JANEIRO;RJ;RAIA;(21) 25409876          ;192.202.29.12
2307;780;BARRA TIJUCA N;AV AYRTON SENNA, 3000 , CEP - 22775904;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;RAIA;(21) 24976429          ;192.202.30.12
2308;781;REC DOS BAND G;AVENIDA DAS AMERICAS, 19019 , CEP - 22790703;RECREIO DOS BANDEIRANTES;RIO DE JANEIRO;RJ;RAIA; 35463861          ;192.202.31.12
2309;782;VL ROMANA B;RUA TITO, 1275 , CEP - 05051001;VILA ROMANA;SAO PAULO;SP;RAIA; 38626059          ;10.143.32.12
2310;940;MEIRELES 2;AVENIDA DESEMBARGADOR MOREIRA, 695 , CEP - 60170055;MEIRELES;FORTALEZA;CE;DROGASIL; 32242336          ;10.243.190.12
2311;941;COCO 1;AVENIDA PADRE ANTONIO TOMAS, 3404 , CEP - 60192120;COCO;FORTALEZA;CE;DROGASIL; 31090050          ;10.243.191.12
2312;942;SAO JOSE 2;AVENIDA IVO DO PRADO, 1214 , CEP - 49015070;SAO JOSE;ARACAJU;SE;DROGASIL; 30233467          ;10.243.192.12
2313;943;SUMARE 3;R SANTA BARBARA, S/N , CEP - 13180060;JD NOVA AURORA (NOVA VENEZA);SUMARE;SP;DROGASIL; 38649125          ;10.243.193.12
2314;783;NITEROI J;RUA ALVARES DE AZEVEDO, 56 , CEP - 24220021;ICARAI;NITEROI;RJ;RAIA; 36202378          ;192.202.33.12
2315;784;ATIBAIA C;AVENIDA DA SAUDADE, 134 , CEP - 12940560;CENTRO;ATIBAIA;SP;RAIA; 94475945          ;10.143.34.12
2316;785;NILOPOLIS A;ESTRADA MIRANDELA, 185 , CEP - 26520331;CENTRO;NILOPOLIS;RJ;RAIA; 26938351          ;192.202.35.12
2317;944;AJ SAO CONRADO 1;AV JOSE CARLOS SILVA, 4819 , CEP - 49037837;SAO CONRADO;ARACAJU;SE;DROGASIL;(79) 32516921          ;10.243.194.12
2318;786;JD NOVA EUROPA A;AVENIDA WASHINGTON LUIS, 2300 , CEP - 13042105;CHACARA PRADO;CAMPINAS;SP;RAIA;(19) 32768866          ;192.202.36.12
2319;787;PORTAL MORUMBI B;RUA CORREGGIO, 25 , CEP - 05630020;VILA SUZANA;SAO PAULO;SP;RAIA; 35075305          ;10.143.37.12
2320;788;FL SACO GRANDE A;RODOVIA JOSE CARLOS DAUX, 4230 , CEP - 88032005;SACO GRANDE;FLORIANOPOLIS;SC;RAIA;(48) 3236-8163         ;192.202.38.12
2321;945;TORRES 1;AV ANTONIO SALES, 1840 , CEP - 60135102;DIONISIO TORRES;FORTALEZA;CE;DROGASIL; 31220013          ;10.243.195.12
2322;946;CG SAO FRANCISCO 1;RUA QUATORZE DE JULHO, 4119 , CEP - 79010470;SAO FRANCISCO;CAMPO GRANDE;MS;DROGASIL; 30252915          ;10.243.196.12
2323;947;PETROLINA 2;AV MONSENHOR ANGELO SAMPAIO, 100 , CEP - 56304920;CENTRO;PETROLINA;PE;DROGASIL;(87) 38627071          ;10.243.197.12
2324;948;BOA VIAGEM 7;AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 2700 , CEP - 51020030;BOA VIAGEM;RECIFE;PE;DROGASIL; 31324954          ;10.243.198.12
2325;949;CABULA 1;RUA SILVEIRA MARTINS, 165 , CEP - 41150001;CABULA;SALVADOR;BA;DROGASIL; 33841064          ;10.243.199.12
2326;956;PRESID PRUDENTE 8;AVENIDA BRASIL, 1578 , CEP - 19013000;VL SAO JORGE;PRESIDENTE PRUDENTE;SP;DROGASIL;(18) 39171153/32221134 ;10.243.206.12
2327;789;SAO CARLOS D;R DESEMBARGADOR JULIO DE FARIA, 458 , CEP - 13575005;VILA BOA VISTA 1;SAO CARLOS;SP;RAIA; 33742709          ;10.143.39.12
2329;957;SAO DOMINGOS;AVENIDA MUTINGA, 1225 , CEP - 05110001;JD SANTO ELIAS;SAO PAULO;SP;DROGASIL;(22) 39031332          ;10.243.207.12
